Activities,State,Category ,Park,Area Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category,Park,Area Name,State,Category,Park,Area Name,State,Category,Park,Area Name,State,Category,Park,Area Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Park,Area Name,State,Category,Park,Area Name,State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,Category,Park,Area Name,State,Category,Park,Area Name,State,Category,Park,Area Name,State,Category,Park,Area Name
 Camping, ME, National Park, Acadia National Park, Acadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Castle Mountains National Monument, Castle Mountains," FL, ", National Seashore, Canaveral National Seashore, Canaveral," UT, ", National Park, Canyonlands National Park, Canyonlands," UT, ", National Park, Capitol Reef National Park, Capitol Reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Dinosaur National Monument, Dinosaur," FL, ", National Park, Dry Tortugas National Park, Dry Tortugas," WA, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," FL,MS, ", National Seashore, Gulf Islands National Seashore, Gulf Islands," TX, ", National Park, Guadalupe Mountains National Park, Guadalupe Mountains," HI, ", National Park, Haleakalā National Park, Haleakalā," HI, ", National Park, Hawaiʻi Volcanoes National Park, Hawaiʻi Volcanoes
, CO  , National Park, Black Canyon Of The Gunnison National Park, Black Canyon Of The Gunnison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park & Preserve, Denali National Park & Preserve, Denali," CA, ", National Monument, Devils Postpile National Monument, Devils Postpile," WY, ", National Monument, Devils Tower National Monument, Devils Tower," CA,NV, ", National Park, Death Valley National Park, Death Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Great Sand Dunes National Park & Preserve, Great Sand Dunes," NC,TN, ", National Park, Great Smoky Mountains National Park, Great Smoky Mountains," WY, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," NC, VA  ", Parkway, Blue Ridge Parkway, Blue Ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Devils Postpile National Monument, Devils Postpile," WY, ", National Monument, Devils Tower National Monument, Devils Tower," CA,NV, ", National Park, Death Valley National Park, Death Valley," NJ,PA, ", National Recreation Area, Delaware Water Gap National Recreation Area, Delaware Water Gap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Great Smoky Mountains National Park, Great Smoky Mountains," WY, ", National Park, Grand Teton National Park, Grand Teton," FL,MS, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," RI, MA  ", National Historical Park, Blackstone River Valley National Historical Park, Blackstone River Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Devils Tower National Monument, Devils Tower," CA,NV, ", National Park, Death Valley National Park, Death Valley," NJ,PA, ", National Recreation Area, Delaware Water Gap National Recreation Area, Delaware Water Gap," CO,UT, ", National Monument, Dinosaur National Monument, Dinosaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Grand Teton National Park, Grand Teton," FL,MS, ", National Seashore, Gulf Islands National Seashore, Gulf Islands," TX, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, MA  , National Recreation Area, Boston Harbor Islands National Recreation Area, Boston Harbor Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Death Valley National Park, Death Valley," NJ,PA, ", National Recreation Area, Delaware Water Gap National Recreation Area, Delaware Water Gap," CO,UT, ", National Monument, Dinosaur National Monument, Dinosaur," FL, ", National Park, Dry Tortugas National Park, Dry Tortugas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Gulf Islands National Seashore, Gulf Islands," TX, ", National Park, Guadalupe Mountains National Park, Guadalupe Mountains," HI, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, UT  , National Park, Bryce Canyon National Park, Bryce Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Recreation Area, Delaware Water Gap National Recreation Area, Delaware Water Gap," CO,UT, ", National Monument, Dinosaur National Monument, Dinosaur," FL, ", National Park, Dry Tortugas National Park, Dry Tortugas," WA, ", National Historical Reserve," ""Ebeys Landing National Historical Reserve"""," ""Ebeys Landing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Guadalupe Mountains National Park, Guadalupe Mountains," HI, ", National Park, Haleakalā National Park, Haleakalā," HI, ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, AR  , National River, Buffalo National River, Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Dinosaur National Monument, Dinosaur," FL, ", National Park, Dry Tortugas National Park, Dry Tortugas," WA, ", National Historical Reserve," ""Ebeys Landing National Historical Reserve"""," ""Ebeys Landing"""," NM, ", National Monument, El Malpais National Monument, El Malpais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Haleakalā National Park, Haleakalā," HI, ", National Park, Hawaiʻi Volcanoes National Park, Hawaiʻi Volcanoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, AZ  , National Monument, Canyon de Chelly National Monument, Canyon de Chelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Dry Tortugas National Park, Dry Tortugas," WA, ", National Historical Reserve," ""Ebeys Landing National Historical Reserve"""," ""Ebeys Landing"""," NM, ", National Monument, El Malpais National Monument, El Malpais," NM, ", National Monument, El Morro National Monument, El Morro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Hawaiʻi Volcanoes National Park, Hawaiʻi Volcanoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, MA  , National Seashore, Cape Cod National Seashore, Cape Cod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Historical Reserve," ""Ebeys Landing National Historical Reserve"""," ""Ebeys Landing"""," NM, ", National Monument, El Malpais National Monument, El Malpais," NM, ", National Monument, El Morro National Monument, El Morro," FL, ", National Park, Everglades National Park, Everglades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, NC  , National Seashore, Cape Hatteras National Seashore, Cape Hatteras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, El Malpais National Monument, El Malpais," NM, ", National Monument, El Morro National Monument, El Morro," FL, ", National Park, Everglades National Park, Everglades," NY, ", National Seashore, Fire Island National Seashore, Fire Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, AK  , National Monument, Cape Krusenstern National Monument, Cape Krusenstern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, El Morro National Monument, El Morro," FL, ", National Park, Everglades National Park, Everglades," NY, ", National Seashore, Fire Island National Seashore, Fire Island," AK, ", National Park & Preserve, Gates Of The Arctic National Park & Preserve, Gates Of The Arctic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, NC  , National Seashore, Cape Lookout National Seashore, Cape Lookout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Everglades National Park, Everglades," NY, ", National Seashore, Fire Island National Seashore, Fire Island," AK, ", National Park & Preserve, Gates Of The Arctic National Park & Preserve, Gates Of The Arctic," WV, ", National Recreation Area, Gauley River National Recreation Area, Gauley River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, CA  , National Monument, Castle Mountains National Monument, Castle Mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Seashore, Fire Island National Seashore, Fire Island," AK, ", National Park & Preserve, Gates Of The Arctic National Park & Preserve, Gates Of The Arctic," WV, ", National Recreation Area, Gauley River National Recreation Area, Gauley River," NY,NJ, ", National Recreation Area, Gateway National Recreation Area, Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, FL  , National Seashore, Canaveral National Seashore, Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park & Preserve, Gates Of The Arctic National Park & Preserve, Gates Of The Arctic," WV, ", National Recreation Area, Gauley River National Recreation Area, Gauley River," NY,NJ, ", National Recreation Area, Gateway National Recreation Area, Gateway," PA, ", National Military Park, Gettysburg National Military Park, Gettysburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, UT  , National Park, Canyonlands National Park, Canyonlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Recreation Area, Gauley River National Recreation Area, Gauley River," NY,NJ, ", National Recreation Area, Gateway National Recreation Area, Gateway," PA, ", National Military Park, Gettysburg National Military Park, Gettysburg," NM, ", National Monument, Gila Cliff Dwellings National Monument, Gila Cliff Dwellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, UT  , National Park, Capitol Reef National Park, Capitol Reef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Recreation Area, Gateway National Recreation Area, Gateway," PA, ", National Military Park, Gettysburg National Military Park, Gettysburg," NM, ", National Monument, Gila Cliff Dwellings National Monument, Gila Cliff Dwellings," MT, ", National Park, Glacier National Park, Glacier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, MD  , Park, Catoctin Mountain Park, Catoctin Mountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Military Park, Gettysburg National Military Park, Gettysburg," NM, ", National Monument, Gila Cliff Dwellings National Monument, Gila Cliff Dwellings," MT, ", National Park, Glacier National Park, Glacier," AK, ", National Park & Preserve, Glacier Bay National Park & Preserve, Glacier Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, NM  , National Park, Carlsbad Caverns National Park, Carlsbad Caverns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Gila Cliff Dwellings National Monument, Gila Cliff Dwellings," MT, ", National Park, Glacier National Park, Glacier," AK, ", National Park & Preserve, Glacier Bay National Park & Preserve, Glacier Bay," AZ,UT, "," glca, designation", National Recreation Area, Glen Canyon National Recreation Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, UT  , National Monument, Cedar Breaks National Monument, Cedar Breaks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Glacier National Park, Glacier," AK, ", National Park & Preserve, Glacier Bay National Park & Preserve, Glacier Bay," AZ,UT, "," glca, designation", National Recreation Area, Glen Canyon National Recreation Area," CA, ", National Recreation Area, Golden Gate National Recreation Area, Golden Gate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, NM  , National Historical Park, Chaco Culture National Historical Park, Chaco Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park & Preserve, Glacier Bay National Park & Preserve, Glacier Bay," AZ,UT, "," glca, designation", National Recreation Area, Glen Canyon National Recreation Area," CA, ", National Recreation Area, Golden Gate National Recreation Area, Golden Gate," NV, ", National Park, Great Basin National Park, Great Basin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, OK  , National Recreation Area, Chickasaw National Recreation Area, Chickasaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," glca, designation", National Recreation Area, Glen Canyon National Recreation Area," CA, ", National Recreation Area, Golden Gate National Recreation Area, Golden Gate," NV, ", National Park, Great Basin National Park, Great Basin," AZ, ", National Park, Grand Canyon National Park, Grand Canyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, AZ  , National Monument, Chiricahua National Monument, Chiricahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Recreation Area, Golden Gate National Recreation Area, Golden Gate," NV, ", National Park, Great Basin National Park, Great Basin," AZ, ", National Park, Grand Canyon National Park, Grand Canyon," MD, ", Park, Greenbelt Park, Greenbelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, CA  , National Park, Channel Islands National Park, Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Great Basin National Park, Great Basin," AZ, ", National Park, Grand Canyon National Park, Grand Canyon," MD, ", Park, Greenbelt Park, Greenbelt," NJ, ", , Great Egg Harbor River, Great Egg Harbor River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
," DC, MD, WV  ", National Historical Park, Chesapeake & Ohio Canal National Historical Park, Chesapeake & Ohio Canal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Park, Grand Canyon National Park, Grand Canyon," MD, ", Park, Greenbelt Park, Greenbelt," NJ, ", , Great Egg Harbor River, Great Egg Harbor River," MN, ", National Monument, Grand Portage National Monument, Grand Portage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, ID  , National Reserve, City Of Rocks National Reserve, City Of Rocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Park, Greenbelt Park, Greenbelt," NJ, ", , Great Egg Harbor River, Great Egg Harbor River," MN, ", National Monument, Grand Portage National Monument, Grand Portage," CO, ", National Park & Preserve, Great Sand Dunes National Park & Preserve, Great Sand Dunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, CO  , National Monument, Colorado National Monument, Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, , Great Egg Harbor River, Great Egg Harbor River," MN, ", National Monument, Grand Portage National Monument, Grand Portage," CO, ", National Park & Preserve, Great Sand Dunes National Park & Preserve, Great Sand Dunes," NC,TN, ", National Park, Great Smoky Mountains National Park, Great Smoky Mountains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, SC  , National Park,Congaree National Park, Congaree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, National Monument, Grand Portage National Monument, Grand Portage," CO, ", National Park & Preserve, Great Sand Dunes National Park & Preserve, Great Sand Dunes," NC,TN, ", National Park, Great Smoky Mountains National Park, Great Smoky Mountains," WY, ", National Park, Grand Teton National Park, Grand Teton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
